value,description,altLabels
Edelsteingraveur,"Edelsteingraveure gravieren mithilfe von Handgravierwerkzeugen Schrift und Ornamente auf Schmuckwaren. Sie fertigen eine Skizze der Schrift oder der Gestaltungselemente auf dem Objekt an, gravieren diese ein und säubern zum Abschluss die Oberfläche.",Edelsteingraveurin
Edelsteingraveurin,"Edelsteingraveure gravieren mithilfe von Handgravierwerkzeugen Schrift und Ornamente auf Schmuckwaren. Sie fertigen eine Skizze der Schrift oder der Gestaltungselemente auf dem Objekt an, gravieren diese ein und säubern zum Abschluss die Oberfläche.",Edelsteingraveur
Edelsteinschleifer,"Edelsteinschleifer verwenden Maschinen und Werkzeuge, mit denen Diamanten und andere Edelsteinen entsprechend Zeichnungen und Mustern geschnitten oder geschliffen werden können, wobei unterschiedliche Spezifikationen berücksichtigt werden. Sie sind Experten für die Fertigung von Schmuck wie Ringen, Broschen, Ketten und Armbändern aus Edelsteinen.",Diamantschleifer|Kristallschleiftechniker|Kristallschleiftechnikerin|Edelsteinschleiferin|Diamantschleiferin
Edelsteinschleiferin,"Edelsteinschleifer verwenden Maschinen und Werkzeuge, mit denen Diamanten und andere Edelsteinen entsprechend Zeichnungen und Mustern geschnitten oder geschliffen werden können, wobei unterschiedliche Spezifikationen berücksichtigt werden. Sie sind Experten für die Fertigung von Schmuck wie Ringen, Broschen, Ketten und Armbändern aus Edelsteinen.",Diamantschleifer|Edelsteinschleifer|Kristallschleiftechniker|Kristallschleiftechnikerin|Diamantschleiferin
Egreniermaschinenbediener,Egreniermaschinenbediener führen Entkörnungsverfahren zur Trennung von Baumwollfasern und Samen aus. Sie bedienen Ballenpressen und entfernen die verarbeiteten Ballen aus der Maschine. Sie führen die Maschinenwartung durch und sorgen für einen reibungslosen Ablauf der Verarbeitungsprozesse.,Baumwoll-Entkörnungsmaschinenbedienerin|Egreniermaschinenbedienerin|Baumwoll-Entkörnungsmaschinenbediener
Egreniermaschinenbedienerin,Egreniermaschinenbediener führen Entkörnungsverfahren zur Trennung von Baumwollfasern und Samen aus. Sie bedienen Ballenpressen und entfernen die verarbeiteten Ballen aus der Maschine. Sie führen die Maschinenwartung durch und sorgen für einen reibungslosen Ablauf der Verarbeitungsprozesse.,Baumwoll-Entkörnungsmaschinenbedienerin|Baumwoll-Entkörnungsmaschinenbediener|Egreniermaschinenbediener
Ehe- und Familienberater,"Ehe- und Familienberater unterstützen Paare und Familien, die Krisen wie Depression, Drogenmissbrauch und Beziehungsprobleme durchleben. Sie bieten ihnen Gruppen- oder Einzeltherapie an, um ihre Kommunikation zu verbessern.",Familientherapeutin|Paartherapeut|Paartherapeutin|Familientherapeut|Eheberater|Ehe- und Familienberaterin|Familien- und Paartherapeut|Familienberater|Familien- und Paartherapeutin|Eheberaterin|Familienberaterin
Ehe- und Familienberaterin,"Ehe- und Familienberater unterstützen Paare und Familien, die Krisen wie Depression, Drogenmissbrauch und Beziehungsprobleme durchleben. Sie bieten ihnen Gruppen- oder Einzeltherapie an, um ihre Kommunikation zu verbessern.",Familientherapeutin|Paartherapeut|Paartherapeutin|Familientherapeut|Eheberater|Familien- und Paartherapeut|Familienberater|Ehe- und Familienberater|Familien- und Paartherapeutin|Eheberaterin|Familienberaterin
Einbalsamierer,"Einbalsamierer sorgen dafür, dass die Leichen verstorbener Menschen vom Sterbeort entfernt werden, und bereiten sie auf die Erd- oder Feuerbestattung vor. Sie reinigen, desinfizieren schminken die verstorbenen Menschen, um ihnen ein natürlicheres Aussehens zu verleihen und sichtbare Schäden zu überdecken. Sie stehen in engem Kontakt mit den Bestattungsleitern, um den Wünschen der Angehörigen zu entsprechen.",Bestattungsgehilfe|Bestattungsgehilfin|Bestattungsfachkraft|Leichenwäscherin|Leichenwärter|Leichenwärterin|Leichenwäscher|Bestattungshelfer|Bestattungshelferin|Leichenbestatterin|Leichenbestatter|Thanatopraktiker|Einbalsamiererin|Thanatopraktikerin
Einbalsamiererin,"Einbalsamierer sorgen dafür, dass die Leichen verstorbener Menschen vom Sterbeort entfernt werden, und bereiten sie auf die Erd- oder Feuerbestattung vor. Sie reinigen, desinfizieren schminken die verstorbenen Menschen, um ihnen ein natürlicheres Aussehens zu verleihen und sichtbare Schäden zu überdecken. Sie stehen in engem Kontakt mit den Bestattungsleitern, um den Wünschen der Angehörigen zu entsprechen.",Bestattungsgehilfe|Bestattungsgehilfin|Bestattungsfachkraft|Leichenwäscherin|Leichenwärter|Leichenwärterin|Leichenwäscher|Bestattungshelfer|Bestattungshelferin|Leichenbestatterin|Einbalsamierer|Leichenbestatter|Thanatopraktiker|Thanatopraktikerin
Einkäufer,"Einkäufer wählen und erwerben Lagervorräte, Rohmaterialien, Dienstleistungen oder Waren. Sie organisieren Ausschreibungsverfahren und wählen Lieferanten aus.",Einkaufsfachkauffrau|Einkäuferin|Einkaufsfachkaufmann|Beschaffungsfachkaufmann|Beschaffungsfachkauffrau
Einkäuferin,"Einkäufer wählen und erwerben Lagervorräte, Rohmaterialien, Dienstleistungen oder Waren. Sie organisieren Ausschreibungsverfahren und wählen Lieferanten aus.",Einkäufer|Einkaufsfachkauffrau|Einkaufsfachkaufmann|Beschaffungsfachkaufmann|Beschaffungsfachkauffrau
Einkaufsdisponent,Einkaufsdisponenten organisieren die kontinuierliche Versorgung mit Waren aufgrund bestehender Verträge.,Einkaufssachbearbeiter|Einkaufssachbearbeiterin|Einkaufsassistent|Einkaufsassistentin|Logistikplanerin|Logistikplaner|Einkaufsdisponentin
Einkaufsdisponentin,Einkaufsdisponenten organisieren die kontinuierliche Versorgung mit Waren aufgrund bestehender Verträge.,Einkaufssachbearbeiter|Einkaufssachbearbeiterin|Einkaufsdisponent|Einkaufsassistent|Einkaufsassistentin|Logistikplanerin|Logistikplaner
Einkaufsleiter,"Einkaufsleiter/Einkaufsleiterinnen sind für den Erwerb von Waren, Ausrüstungen und Dienstleistungen für ihr Unternehmen zuständig und versuchen, die wettbewerbsfähigsten Preise zu erzielen. Sie sind ferner für die Aushandlung von Verträgen, die Überprüfung der Produktqualität und die Analyse von Lieferanten sowie die Verwendung und den Weiterverkauf von Waren und Dienstleistungen zuständig.",Ausschreibungsmanager|Tendermanager|Einkaufsleiterin|Einkaufsmanager|Einkaufsmanagerin
Einkaufsleiter für Lederrohstoffe,"Einkaufsleiter für Lederrohstoffe/Einkaufsleiterinnen für Lederrohstoffe planen und kaufen Haut-, Wet-Blue- und/oder Crust-Vorräte im Einklang mit dem Bedarf. Sie handeln Prozesse aus und prognostizieren die Produktnachfrage, um den Unternehmensbedarf zu decken, und kontrollieren die Lagerbestände und die Qualität laufen, um die Unternehmenseffizienz zu maximieren. Sie ermitteln potenzielle Zulieferer und suchen bestehende Lieferanten auf und entwickeln Geschäftsbeziehungen zu diesen Lieferanten.",Einkaufsleiterin für Lederrohstoffe
Einkaufsleiterin,"Einkaufsleiter/Einkaufsleiterinnen sind für den Erwerb von Waren, Ausrüstungen und Dienstleistungen für ihr Unternehmen zuständig und versuchen, die wettbewerbsfähigsten Preise zu erzielen. Sie sind ferner für die Aushandlung von Verträgen, die Überprüfung der Produktqualität und die Analyse von Lieferanten sowie die Verwendung und den Weiterverkauf von Waren und Dienstleistungen zuständig.",Ausschreibungsmanager|Tendermanager|Einkaufsleiter|Einkaufsmanager|Einkaufsmanagerin
Einkaufsleiterin für Lederrohstoffe,"Einkaufsleiter für Lederrohstoffe/Einkaufsleiterinnen für Lederrohstoffe planen und kaufen Haut-, Wet-Blue- und/oder Crust-Vorräte im Einklang mit dem Bedarf. Sie handeln Prozesse aus und prognostizieren die Produktnachfrage, um den Unternehmensbedarf zu decken, und kontrollieren die Lagerbestände und die Qualität laufen, um die Unternehmenseffizienz zu maximieren. Sie ermitteln potenzielle Zulieferer und suchen bestehende Lieferanten auf und entwickeln Geschäftsbeziehungen zu diesen Lieferanten.",Einkaufsleiter für Lederrohstoffe
Einrichter für Flechtmaschinen,Einrichter für Flechtmaschinen übernehmen Vorgänge im Zusammenhang mit der Einrichtung des Flechtvorgangs.,Einrichterin für Flechtmaschinen
Einrichterin für Flechtmaschinen,Einrichter für Flechtmaschinen übernehmen Vorgänge im Zusammenhang mit der Einrichtung des Flechtvorgangs.,Einrichter für Flechtmaschinen
Einrichtungsberater,Einrichtungsberater verkaufen in Fachgeschäften Möbel und andere Haushaltsartikel.,Fachverkäufer für Möbel und Polsterwaren|Fachverkäufer für Wohnkultur|Möbelkaufmann|Möbelverkäuferin|Fachverkäuferin für Wohnkultur|Wohnberaterin|Möbelkauffrau|Einrichtungsberaterin|Einzelhandelskauffrau mit Schwerpunkt Einrichtungsberatung|Wohnberater|Einzelhandelskaufmann mit Schwerpunkt Einrichtungsberatung|Möbelverkäufer|Fachverkäuferin für Möbel und Polsterwaren
Einrichtungsberaterin,Einrichtungsberater verkaufen in Fachgeschäften Möbel und andere Haushaltsartikel.,Fachverkäufer für Möbel und Polsterwaren|Fachverkäufer für Wohnkultur|Einrichtungsberater|Möbelkaufmann|Möbelverkäuferin|Fachverkäuferin für Wohnkultur|Wohnberaterin|Möbelkauffrau|Einzelhandelskauffrau mit Schwerpunkt Einrichtungsberatung|Wohnberater|Einzelhandelskaufmann mit Schwerpunkt Einrichtungsberatung|Möbelverkäufer|Fachverkäuferin für Möbel und Polsterwaren
Einrichtungsplaner,Einrichtungsplaner unterstützen ihre Kunden bei der Gestaltung ihrer Innenräume für den gewerblichen und privaten Gebrauch.,Einrichtungsberater|Einrichtungsberaterin|Einrichtungsplanerin|Gestaltungsberater|Gestaltungsberaterin|Einrichtungsfachberater|Einrichtungsfachberaterin
Einrichtungsplanerin,Einrichtungsplaner unterstützen ihre Kunden bei der Gestaltung ihrer Innenräume für den gewerblichen und privaten Gebrauch.,Einrichtungsberater|Einrichtungsberaterin|Gestaltungsberater|Einrichtungsplaner|Gestaltungsberaterin|Einrichtungsfachberater|Einrichtungsfachberaterin
Einsatzleiter im Hafenlotsendienst,"Einsatzleiter im Hafenlotsendienst koordinieren die Schiffe, die in den Hafen einlaufen oder aus dem Hafen auslaufen. Sie schreiben Aufträge mit dem Namen des Schiffs, dem Liegeplatz, der Schlepperfirma sowie dem Zeitpunkt der Ankunft oder Abfahrt und setzen die Seelotsen darüber in Kenntnis. Nach der Rückkehr des Seelotsen vom Schiff nehmen sie die Bestätigung des Lotsendiensts entgegen. Außerdem erfassen Einsatzleiter im Hafenlotsendienst auch den Eingang von Gebühren gemäß der Gebührenordnung, erstellen Tätigkeitsberichte, z. B. über die Zahl der geleiteten Schiffe und die erhobenen Gebühren, und führen Aufzeichnungen über die Schiffe, die in den Hafen einlaufen. Darin vermerken sie den Namen des Schiffseigentümers, den Namen des Schiffs, die Wasserverdrängung, den Schiffsagenten und das Registrierland.",Einsatzleiterin im Hafenlotsendienst|Wachleiter|Wachleiterin
Einsatzleiterin im Hafenlotsendienst,"Einsatzleiter im Hafenlotsendienst koordinieren die Schiffe, die in den Hafen einlaufen oder aus dem Hafen auslaufen. Sie schreiben Aufträge mit dem Namen des Schiffs, dem Liegeplatz, der Schlepperfirma sowie dem Zeitpunkt der Ankunft oder Abfahrt und setzen die Seelotsen darüber in Kenntnis. Nach der Rückkehr des Seelotsen vom Schiff nehmen sie die Bestätigung des Lotsendiensts entgegen. Außerdem erfassen Einsatzleiter im Hafenlotsendienst auch den Eingang von Gebühren gemäß der Gebührenordnung, erstellen Tätigkeitsberichte, z. B. über die Zahl der geleiteten Schiffe und die erhobenen Gebühren, und führen Aufzeichnungen über die Schiffe, die in den Hafen einlaufen. Darin vermerken sie den Namen des Schiffseigentümers, den Namen des Schiffs, die Wasserverdrängung, den Schiffsagenten und das Registrierland.",Einsatzleiter im Hafenlotsendienst|Wachleiter|Wachleiterin
Einstellungsberater,"Einstellungsberater vermitteln Arbeitgebern geeignete Bewerber mit dem gewünschten spezifischen Profil. Sie führen Tests und Interviews mit Arbeitssuchenden durch, um einige wenige Bewerber/innen in die engere Wahl zu bringen und den Arbeitgebern vorzustellen, und um Bewerber/innen und freie Stellen aufeinander abzustimmen. Einstellungsberater unterhalten Beziehungen zu Arbeitgebern, denen sie ihre Dienstleistungen langfristig anbieten.",Einstellungsberaterin|Recruiting BeraterIn|Rekrutierungsberater|in
Einstellungsberaterin,"Einstellungsberater vermitteln Arbeitgebern geeignete Bewerber mit dem gewünschten spezifischen Profil. Sie führen Tests und Interviews mit Arbeitssuchenden durch, um einige wenige Bewerber/innen in die engere Wahl zu bringen und den Arbeitgebern vorzustellen, und um Bewerber/innen und freie Stellen aufeinander abzustimmen. Einstellungsberater unterhalten Beziehungen zu Arbeitgebern, denen sie ihre Dienstleistungen langfristig anbieten.",Recruiting BeraterIn|Rekrutierungsberater|in|Einstellungsberater
Einzelhändler,Einzelhändler organisieren unternehmerische Prozesse und Konzepte in ihrem eigenen Unternehmen.,Einzelhandelskauffrau|Einzelhandelskaufmann|Ladenbetreiberin|Einzelhändlerin|Ladenbetreiber|Verschleißerin|Verschleißer
Einzelhändlerin,Einzelhändler organisieren unternehmerische Prozesse und Konzepte in ihrem eigenen Unternehmen.,Einzelhandelskauffrau|Einzelhandelskaufmann|Ladenbetreiberin|Ladenbetreiber|Verschleißerin|Verschleißer|Einzelhändler
Eisenbahnbetriebsleiter,"Eisenbahnbetriebsleiter/Eisenbahnbetriebsleiterinnen haben die Aufgabe, die Transportvorgänge zu überwachen, auszugestalten und zu kontrollieren. Eisenbahnbetriebsleiter/Eisenbahnbetriebsleiterinnen arbeiten z. B. für Eisenbahnunternehmen und haben Aufgaben wie die Verwaltung des sicheren und effizienten Eisenbahnbetriebs, einschließlich Kundenbetreuung oder Personalmanagement und Arbeitsmanagement. Eisenbahnbetriebsleiter/Eisenbahnbetriebsleiterinnen, die bei Infrastrukturbetreibern tätig sind, steuern die effiziente und sichere Nutzung des Netzes. Dazu gehört die Fahrplanerstellung und die Zuweisung von Zeitfenstern („Slots“) an die Kunden. Eisenbahnbetriebsleiter/Eisenbahnbetriebsleiterinnen planen Bau- und Instandhaltungsarbeiten.",Eisenbahnbetriebsleiterin
Eisenbahnbetriebsleiterin,"Eisenbahnbetriebsleiter/Eisenbahnbetriebsleiterinnen haben die Aufgabe, die Transportvorgänge zu überwachen, auszugestalten und zu kontrollieren. Eisenbahnbetriebsleiter/Eisenbahnbetriebsleiterinnen arbeiten z. B. für Eisenbahnunternehmen und haben Aufgaben wie die Verwaltung des sicheren und effizienten Eisenbahnbetriebs, einschließlich Kundenbetreuung oder Personalmanagement und Arbeitsmanagement. Eisenbahnbetriebsleiter/Eisenbahnbetriebsleiterinnen, die bei Infrastrukturbetreibern tätig sind, steuern die effiziente und sichere Nutzung des Netzes. Dazu gehört die Fahrplanerstellung und die Zuweisung von Zeitfenstern („Slots“) an die Kunden. Eisenbahnbetriebsleiter/Eisenbahnbetriebsleiterinnen planen Bau- und Instandhaltungsarbeiten.",Eisenbahnbetriebsleiter
Eislauftrainer,"Eislauftrainer unterrichten Einzelpersonen oder Gruppen im Eislaufen und in verwandten Sportarten, z. B. Eiskunstlauf und Eisschnelllauf. Sie vermitteln ihren Kunden theoretische Kenntnisse und trainieren mit ihnen Fitness, Stärke und körperliche Koordination. Eislauftrainer bereiten Trainingseinheiten vor und führen sie durch. Sie unterstützen ihre Kunden, wenn diese an Wettkämpfen teilnehmen.",Eiskunstlauflehrer|Eiskunstlauflehrerin|Eislauflehrerin|Eislauflehrer|Eislauftrainerin
Eislauftrainerin,"Eislauftrainer unterrichten Einzelpersonen oder Gruppen im Eislaufen und in verwandten Sportarten, z. B. Eiskunstlauf und Eisschnelllauf. Sie vermitteln ihren Kunden theoretische Kenntnisse und trainieren mit ihnen Fitness, Stärke und körperliche Koordination. Eislauftrainer bereiten Trainingseinheiten vor und führen sie durch. Sie unterstützen ihre Kunden, wenn diese an Wettkämpfen teilnehmen.",Eiskunstlauflehrer|Eiskunstlauflehrerin|Eislauftrainer|Eislauflehrerin|Eislauflehrer
Elektroanlageninstallateur,"Elektroanlageninstallateure lesen und interpretieren technische Pläne, Zeichnungen und Anweisungen für die Montage oder Änderung elektromechanischer Ausrüstung oder Geräte. Sie kontrollieren und testen die fertigen Einheiten, um einwandfreies Funktionieren und die Einhaltung der Spezifikationen und Normen zu gewährleisten.",Elektroanalgeninstallateurin|Beleuchtungsmonteurin|Beleuchtungsmonteur|Anlagenelektriker|Anlagenelektrikerin
